"TIME","GEO","UNIT","SEX","INDIC_HE","Value","Flag and Footnotes"
"2007","Romania","Year","Females","Healthy life years in absolute value at birth","62.5",""
"2007","Romania","Year","Females","Life expectancy in absolute value at birth","76.8",""
"2007","Slovenia","Year","Males","Healthy life years in absolute value at birth","58.7",""
"2007","Slovenia","Year","Males","Life expectancy in absolute value at birth","74.6",""
"2007","Slovenia","Year","Females","Healthy life years in absolute value at birth","62.3",""
"2007","Slovenia","Year","Females","Life expectancy in absolute value at birth","82.0",""
"2007","Slovakia","Year","Males","Healthy life years in absolute value at birth","55.6",""
"2007","Slovakia","Year","Males","Life expectancy in absolute value at birth","70.6",""
"2007","Slovakia","Year","Females","Healthy life years in absolute value at birth","56.1",""
"2007","Slovakia","Year","Females","Life expectancy in absolute value at birth","78.4",""
"2007","Finland","Year","Males","Healthy life years in absolute value at birth","56.8","b"
"2007","Finland","Year","Males","Life expectancy in absolute value at birth","76.0",""
"2007","Finland","Year","Females","Healthy life years in absolute value at birth","58.0","b"
"2007","Finland","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2007","Sweden","Year","Males","Healthy life years in absolute value at birth","67.7",""
"2007","Sweden","Year","Males","Life expectancy in absolute value at birth","79.0",""
"2007","Sweden","Year","Females","Healthy life years in absolute value at birth","66.8",""
"2007","Sweden","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2007","Iceland","Year","Males","Healthy life years in absolute value at birth","72.8","b"
"2007","Iceland","Year","Males","Life expectancy in absolute value at birth","79.6",""
"2007","Iceland","Year","Females","Healthy life years in absolute value at birth","71.6","b"
"2007","Iceland","Year","Females","Life expectancy in absolute value at birth","83.4",""
"2007","Norway","Year","Males","Healthy life years in absolute value at birth","66.6",""
"2007","Norway","Year","Males","Life expectancy in absolute value at birth","78.3",""
"2007","Norway","Year","Females","Healthy life years in absolute value at birth","66.1",""
"2007","Norway","Year","Females","Life expectancy in absolute value at birth","82.9",""
"2007","Switzerland","Year","Males","Healthy life years in absolute value at birth","65.3",""
"2007","Switzerland","Year","Males","Life expectancy in absolute value at birth","79.5",""
"2007","Switzerland","Year","Females","Healthy life years in absolute value at birth","63.6",""
"2007","Switzerland","Year","Females","Life expectancy in absolute value at birth","84.4",""
"2007","United Kingdom","Year","Males","Healthy life years in absolute value at birth","64.6",""
"2007","United Kingdom","Year","Males","Life expectancy in absolute value at birth","77.6",""
"2007","United Kingdom","Year","Females","Healthy life years in absolute value at birth","66.0",""
"2007","United Kingdom","Year","Females","Life expectancy in absolute value at birth","81.8",""
"2008","European Union - 27 countries (from 2020)","Year","Males","Healthy life years in absolute value at birth","60.5","b"
"2008","European Union - 27 countries (from 2020)","Year","Males","Life expectancy in absolute value at birth","76.1",""
"2008","European Union - 27 countries (from 2020)","Year","Females","Healthy life years in absolute value at birth","61.6","b"
"2008","European Union - 27 countries (from 2020)","Year","Females","Life expectancy in absolute value at birth","82.4",""
"2008","European Union - 28 countries (2013-2020)","Year","Males","Healthy life years in absolute value at birth","61.0","b"
"2008","European Union - 28 countries (2013-2020)","Year","Males","Life expectancy in absolute value at birth","76.3",""
"2008","European Union - 28 countries (2013-2020)","Year","Females","Healthy life years in absolute value at birth","62.1","b"
"2008","European Union - 28 countries (2013-2020)","Year","Females","Life expectancy in absolute value at birth","82.3",""
"2008","Belgium","Year","Males","Healthy life years in absolute value at birth","63.4",""
"2008","Belgium","Year","Males","Life expectancy in absolute value at birth","76.9",""
"2008","Belgium","Year","Females","Healthy life years in absolute value at birth","64.1",""
"2008","Belgium","Year","Females","Life expectancy in absolute value at birth","82.6",""
"2008","Bulgaria","Year","Males","Healthy life years in absolute value at birth","62.1","b"
"2008","Bulgaria","Year","Males","Life expectancy in absolute value at birth","69.8",""
"2008","Bulgaria","Year","Females","Healthy life years in absolute value at birth","65.7","b"
"2008","Bulgaria","Year","Females","Life expectancy in absolute value at birth","77.0",""
"2008","Czechia","Year","Males","Healthy life years in absolute value at birth","61.3",""
"2008","Czechia","Year","Males","Life expectancy in absolute value at birth","74.1",""
"2008","Czechia","Year","Females","Healthy life years in absolute value at birth","63.4",""
"2008","Czechia","Year","Females","Life expectancy in absolute value at birth","80.5",""
"2008","Denmark","Year","Males","Healthy life years in absolute value at birth","62.4","b"
"2008","Denmark","Year","Males","Life expectancy in absolute value at birth","76.5",""
"2008","Denmark","Year","Females","Healthy life years in absolute value at birth","60.8","b"
"2008","Denmark","Year","Females","Life expectancy in absolute value at birth","81.0",""
"2008","Germany (until 1990 former territory of the FRG)","Year","Males","Healthy life years in absolute value at birth","56.4","b"
"2008","Germany (until 1990 former territory of the FRG)","Year","Males","Life expectancy in absolute value at birth","77.6",""
"2008","Germany (until 1990 former territory of the FRG)","Year","Females","Healthy life years in absolute value at birth","57.7","b"
"2008","Germany (until 1990 former territory of the FRG)","Year","Females","Life expectancy in absolute value at birth","82.7",""
"2008","Estonia","Year","Males","Healthy life years in absolute value at birth","53.1","b"
"2008","Estonia","Year","Males","Life expectancy in absolute value at birth","68.9",""
"2008","Estonia","Year","Females","Healthy life years in absolute value at birth","57.5","b"
"2008","Estonia","Year","Females","Life expectancy in absolute value at birth","79.5",""
"2008","Ireland","Year","Males","Healthy life years in absolute value at birth","63.5",""
"2008","Ireland","Year","Males","Life expectancy in absolute value at birth","77.9",""
"2008","Ireland","Year","Females","Healthy life years in absolute value at birth","65.1",""
"2008","Ireland","Year","Females","Life expectancy in absolute value at birth","82.4",""
"2008","Greece","Year","Males","Healthy life years in absolute value at birth","65.6","b"
"2008","Greece","Year","Males","Life expectancy in absolute value at birth","77.5",""
"2008","Greece","Year","Females","Healthy life years in absolute value at birth","66.2","b"
"2008","Greece","Year","Females","Life expectancy in absolute value at birth","83.0",""
"2008","Spain","Year","Males","Healthy life years in absolute value at birth","64.0","b"
"2008","Spain","Year","Males","Life expectancy in absolute value at birth","78.3",""
"2008","Spain","Year","Females","Healthy life years in absolute value at birth","63.7","b"
"2008","Spain","Year","Females","Life expectancy in absolute value at birth","84.6",""
"2008","France","Year","Males","Healthy life years in absolute value at birth","62.8",""
"2008","France","Year","Males","Life expectancy in absolute value at birth","77.8",""
"2008","France","Year","Females","Healthy life years in absolute value at birth","64.5",""
"2008","France","Year","Females","Life expectancy in absolute value at birth","84.8",""
"2008","Croatia","Year","Males","Healthy life years in absolute value at birth",":",""
"2008","Croatia","Year","Males","Life expectancy in absolute value at birth","72.3",""
"2008","Croatia","Year","Females","Healthy life years in absolute value at birth",":",""
"2008","Croatia","Year","Females","Life expectancy in absolute value at birth","79.7",""
"2008","Italy","Year","Males","Healthy life years in absolute value at birth","62.9",""
"2008","Italy","Year","Males","Life expectancy in absolute value at birth","78.9",""
"2008","Italy","Year","Females","Healthy life years in absolute value at birth","61.9",""
"2008","Italy","Year","Females","Life expectancy in absolute value at birth","84.2",""
"2008","Cyprus","Year","Males","Healthy life years in absolute value at birth","63.9",""
"2008","Cyprus","Year","Males","Life expectancy in absolute value at birth","78.2",""
"2008","Cyprus","Year","Females","Healthy life years in absolute value at birth","64.5",""
"2008","Cyprus","Year","Females","Life expectancy in absolute value at birth","82.9",""
"2008","Latvia","Year","Males","Healthy life years in absolute value at birth","51.6",""
"2008","Latvia","Year","Males","Life expectancy in absolute value at birth","66.5",""
"2008","Latvia","Year","Females","Healthy life years in absolute value at birth","54.3",""
"2008","Latvia","Year","Females","Life expectancy in absolute value at birth","77.5",""
"2008","Lithuania","Year","Males","Healthy life years in absolute value at birth","54.3",""
"2008","Lithuania","Year","Males","Life expectancy in absolute value at birth","65.9",""
"2008","Lithuania","Year","Females","Healthy life years in absolute value at birth","59.5",""
"2008","Lithuania","Year","Females","Life expectancy in absolute value at birth","77.6",""
"2008","Luxembourg","Year","Males","Healthy life years in absolute value at birth","64.8",""
"2008","Luxembourg","Year","Males","Life expectancy in absolute value at birth","78.1",""
"2008","Luxembourg","Year","Females","Healthy life years in absolute value at birth","64.2",""
"2008","Luxembourg","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2008","Hungary","Year","Males","Healthy life years in absolute value at birth","54.8",""
"2008","Hungary","Year","Males","Life expectancy in absolute value at birth","70.0",""
"2008","Hungary","Year","Females","Healthy life years in absolute value at birth","58.2",""
"2008","Hungary","Year","Females","Life expectancy in absolute value at birth","78.3",""
"2008","Malta","Year","Males","Healthy life years in absolute value at birth","68.8",""
"2008","Malta","Year","Males","Life expectancy in absolute value at birth","77.1",""
"2008","Malta","Year","Females","Healthy life years in absolute value at birth","72.1",""
"2008","Malta","Year","Females","Life expectancy in absolute value at birth","82.3",""
"2008","Netherlands","Year","Males","Healthy life years in absolute value at birth","62.5","b"
"2008","Netherlands","Year","Males","Life expectancy in absolute value at birth","78.4",""
"2008","Netherlands","Year","Females","Healthy life years in absolute value at birth","59.9","b"
"2008","Netherlands","Year","Females","Life expectancy in absolute value at birth","82.5",""
"2008","Austria","Year","Males","Healthy life years in absolute value at birth","58.5","b"
"2008","Austria","Year","Males","Life expectancy in absolute value at birth","77.7",""
"2008","Austria","Year","Females","Healthy life years in absolute value at birth","59.9","b"
"2008","Austria","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2008","Poland","Year","Males","Healthy life years in absolute value at birth","58.6",""
"2008","Poland","Year","Males","Life expectancy in absolute value at birth","71.3",""
"2008","Poland","Year","Females","Healthy life years in absolute value at birth","63.0",""
"2008","Poland","Year","Females","Life expectancy in absolute value at birth","80.0",""
"2008","Portugal","Year","Males","Healthy life years in absolute value at birth","59.2",""
"2008","Portugal","Year","Males","Life expectancy in absolute value at birth","76.2",""
"2008","Portugal","Year","Females","Healthy life years in absolute value at birth","57.6",""
"2008","Portugal","Year","Females","Life expectancy in absolute value at birth","82.7",""
"2008","Romania","Year","Males","Healthy life years in absolute value at birth","60.1",""
"2008","Romania","Year","Males","Life expectancy in absolute value at birth","69.7",""
"2008","Romania","Year","Females","Healthy life years in absolute value at birth","62.9",""
"2008","Romania","Year","Females","Life expectancy in absolute value at birth","77.5",""
"2008","Slovenia","Year","Males","Healthy life years in absolute value at birth","59.4",""
"2008","Slovenia","Year","Males","Life expectancy in absolute value at birth","75.5",""
"2008","Slovenia","Year","Females","Healthy life years in absolute value at birth","60.9",""
"2008","Slovenia","Year","Females","Life expectancy in absolute value at birth","82.6",""
"2008","Slovakia","Year","Males","Healthy life years in absolute value at birth","52.1","b"
"2008","Slovakia","Year","Males","Life expectancy in absolute value at birth","70.9",""
"2008","Slovakia","Year","Females","Healthy life years in absolute value at birth","52.5","b"
"2008","Slovakia","Year","Females","Life expectancy in absolute value at birth","79.0",""
"2008","Finland","Year","Males","Healthy life years in absolute value at birth","58.6",""
"2008","Finland","Year","Males","Life expectancy in absolute value at birth","76.5",""
"2008","Finland","Year","Females","Healthy life years in absolute value at birth","59.5",""
"2008","Finland","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2008","Sweden","Year","Males","Healthy life years in absolute value at birth","65.0","b"
"2008","Sweden","Year","Males","Life expectancy in absolute value at birth","79.2",""
"2008","Sweden","Year","Females","Healthy life years in absolute value at birth","64.2","b"
"2008","Sweden","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2008","Iceland","Year","Males","Healthy life years in absolute value at birth","71.0",""
"2008","Iceland","Year","Males","Life expectancy in absolute value at birth","80.0",""
"2008","Iceland","Year","Females","Healthy life years in absolute value at birth","69.5",""
"2008","Iceland","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2008","Norway","Year","Males","Healthy life years in absolute value at birth","70.0","b"
"2008","Norway","Year","Males","Life expectancy in absolute value at birth","78.4",""
"2008","Norway","Year","Females","Healthy life years in absolute value at birth","69.0","b"
"2008","Norway","Year","Females","Life expectancy in absolute value at birth","83.2",""
"2008","Switzerland","Year","Males","Healthy life years in absolute value at birth","65.7",""
"2008","Switzerland","Year","Males","Life expectancy in absolute value at birth","79.8",""
"2008","Switzerland","Year","Females","Healthy life years in absolute value at birth","64.6",""
"2008","Switzerland","Year","Females","Life expectancy in absolute value at birth","84.6",""
"2008","United Kingdom","Year","Males","Healthy life years in absolute value at birth","65.0",""
"2008","United Kingdom","Year","Males","Life expectancy in absolute value at birth","77.7",""
"2008","United Kingdom","Year","Females","Healthy life years in absolute value at birth","66.3",""
"2008","United Kingdom","Year","Females","Life expectancy in absolute value at birth","81.8",""
"2009","European Union - 27 countries (from 2020)","Year","Males","Healthy life years in absolute value at birth","60.6",""
"2009","European Union - 27 countries (from 2020)","Year","Males","Life expectancy in absolute value at birth","76.4",""
"2009","European Union - 27 countries (from 2020)","Year","Females","Healthy life years in absolute value at birth","61.3",""
"2009","European Union - 27 countries (from 2020)","Year","Females","Life expectancy in absolute value at birth","82.6",""
"2009","European Union - 28 countries (2013-2020)","Year","Males","Healthy life years in absolute value at birth","61.2",""
"2009","European Union - 28 countries (2013-2020)","Year","Males","Life expectancy in absolute value at birth","76.6",""
"2009","European Union - 28 countries (2013-2020)","Year","Females","Healthy life years in absolute value at birth","61.9",""
"2009","European Union - 28 countries (2013-2020)","Year","Females","Life expectancy in absolute value at birth","82.6",""
"2009","Belgium","Year","Males","Healthy life years in absolute value at birth","63.9",""
"2009","Belgium","Year","Males","Life expectancy in absolute value at birth","77.4",""
"2009","Belgium","Year","Females","Healthy life years in absolute value at birth","63.8",""
"2009","Belgium","Year","Females","Life expectancy in absolute value at birth","82.8",""
"2009","Bulgaria","Year","Males","Healthy life years in absolute value at birth","62.1",""
"2009","Bulgaria","Year","Males","Life expectancy in absolute value at birth","70.2",""
"2009","Bulgaria","Year","Females","Healthy life years in absolute value at birth","65.8",""
"2009","Bulgaria","Year","Females","Life expectancy in absolute value at birth","77.4",""
"2009","Czechia","Year","Males","Healthy life years in absolute value at birth","61.1",""
"2009","Czechia","Year","Males","Life expectancy in absolute value at birth","74.3",""
"2009","Czechia","Year","Females","Healthy life years in absolute value at birth","62.7",""
"2009","Czechia","Year","Females","Life expectancy in absolute value at birth","80.5",""
"2009","Denmark","Year","Males","Healthy life years in absolute value at birth","61.8",""
"2009","Denmark","Year","Males","Life expectancy in absolute value at birth","76.9",""
"2009","Denmark","Year","Females","Healthy life years in absolute value at birth","60.4",""
"2009","Denmark","Year","Females","Life expectancy in absolute value at birth","81.1",""
"2009","Germany (until 1990 former territory of the FRG)","Year","Males","Healthy life years in absolute value at birth","57.1",""
"2009","Germany (until 1990 former territory of the FRG)","Year","Males","Life expectancy in absolute value at birth","77.8",""
"2009","Germany (until 1990 former territory of the FRG)","Year","Females","Healthy life years in absolute value at birth","58.1",""
"2009","Germany (until 1990 former territory of the FRG)","Year","Females","Life expectancy in absolute value at birth","82.8",""
"2009","Estonia","Year","Males","Healthy life years in absolute value at birth","55.1",""
"2009","Estonia","Year","Males","Life expectancy in absolute value at birth","70.0",""
"2009","Estonia","Year","Females","Healthy life years in absolute value at birth","59.2",""
"2009","Estonia","Year","Females","Life expectancy in absolute value at birth","80.3",""
"2009","Ireland","Year","Males","Healthy life years in absolute value at birth","64.0",""
"2009","Ireland","Year","Males","Life expectancy in absolute value at birth","77.8",""
"2009","Ireland","Year","Females","Healthy life years in absolute value at birth","65.3",""
"2009","Ireland","Year","Females","Life expectancy in absolute value at birth","82.7",""
"2009","Greece","Year","Males","Healthy life years in absolute value at birth","65.9",""
"2009","Greece","Year","Males","Life expectancy in absolute value at birth","77.5",""
"2009","Greece","Year","Females","Healthy life years in absolute value at birth","66.8",""
"2009","Greece","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2009","Spain","Year","Males","Healthy life years in absolute value at birth","63.1",""
"2009","Spain","Year","Males","Life expectancy in absolute value at birth","78.8",""
"2009","Spain","Year","Females","Healthy life years in absolute value at birth","62.2",""
"2009","Spain","Year","Females","Life expectancy in absolute value at birth","85.0",""
"2009","France","Year","Males","Healthy life years in absolute value at birth","62.8",""
"2009","France","Year","Males","Life expectancy in absolute value at birth","78.0",""
"2009","France","Year","Females","Healthy life years in absolute value at birth","63.5",""
"2009","France","Year","Females","Life expectancy in absolute value at birth","85.0",""
"2009","Croatia","Year","Males","Healthy life years in absolute value at birth",":",""
"2009","Croatia","Year","Males","Life expectancy in absolute value at birth","72.8",""
"2009","Croatia","Year","Females","Healthy life years in absolute value at birth",":",""
"2009","Croatia","Year","Females","Life expectancy in absolute value at birth","79.7",""
"2009","Italy","Year","Males","Healthy life years in absolute value at birth","63.2",""
"2009","Italy","Year","Males","Life expectancy in absolute value at birth","79.1",""
"2009","Italy","Year","Females","Healthy life years in absolute value at birth","62.7",""
"2009","Italy","Year","Females","Life expectancy in absolute value at birth","84.3",""
"2009","Cyprus","Year","Males","Healthy life years in absolute value at birth","64.7",""
"2009","Cyprus","Year","Males","Life expectancy in absolute value at birth","78.5",""
"2009","Cyprus","Year","Females","Healthy life years in absolute value at birth","65.3",""
"2009","Cyprus","Year","Females","Life expectancy in absolute value at birth","83.5",""
"2009","Latvia","Year","Males","Healthy life years in absolute value at birth","52.3",""
"2009","Latvia","Year","Males","Life expectancy in absolute value at birth","67.5",""
"2009","Latvia","Year","Females","Healthy life years in absolute value at birth","55.9",""
"2009","Latvia","Year","Females","Life expectancy in absolute value at birth","77.7",""
"2009","Lithuania","Year","Males","Healthy life years in absolute value at birth","56.8",""
"2009","Lithuania","Year","Males","Life expectancy in absolute value at birth","67.1",""
"2009","Lithuania","Year","Females","Healthy life years in absolute value at birth","61.1",""
"2009","Lithuania","Year","Females","Life expectancy in absolute value at birth","78.7",""
"2009","Luxembourg","Year","Males","Healthy life years in absolute value at birth","65.1",""
"2009","Luxembourg","Year","Males","Life expectancy in absolute value at birth","78.1",""
"2009","Luxembourg","Year","Females","Healthy life years in absolute value at birth","65.9",""
"2009","Luxembourg","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2009","Hungary","Year","Males","Healthy life years in absolute value at birth","55.9",""
"2009","Hungary","Year","Males","Life expectancy in absolute value at birth","70.3",""
"2009","Hungary","Year","Females","Healthy life years in absolute value at birth","58.2",""
"2009","Hungary","Year","Females","Life expectancy in absolute value at birth","78.4",""
"2009","Malta","Year","Males","Healthy life years in absolute value at birth","69.5",""
"2009","Malta","Year","Males","Life expectancy in absolute value at birth","77.9",""
"2009","Malta","Year","Females","Healthy life years in absolute value at birth","71.0",""
"2009","Malta","Year","Females","Life expectancy in absolute value at birth","82.7",""
"2009","Netherlands","Year","Males","Healthy life years in absolute value at birth","61.7",""
"2009","Netherlands","Year","Males","Life expectancy in absolute value at birth","78.7",""
"2009","Netherlands","Year","Females","Healthy life years in absolute value at birth","60.1",""
"2009","Netherlands","Year","Females","Life expectancy in absolute value at birth","82.9",""
"2009","Austria","Year","Males","Healthy life years in absolute value at birth","59.5",""
"2009","Austria","Year","Males","Life expectancy in absolute value at birth","77.6",""
"2009","Austria","Year","Females","Healthy life years in absolute value at birth","60.8",""
"2009","Austria","Year","Females","Life expectancy in absolute value at birth","83.2",""
"2009","Poland","Year","Males","Healthy life years in absolute value at birth","58.3",""
"2009","Poland","Year","Males","Life expectancy in absolute value at birth","71.5",""
"2009","Poland","Year","Females","Healthy life years in absolute value at birth","62.5",""
"2009","Poland","Year","Females","Life expectancy in absolute value at birth","80.1",""
"2009","Portugal","Year","Males","Healthy life years in absolute value at birth","58.3",""
"2009","Portugal","Year","Males","Life expectancy in absolute value at birth","76.5",""
"2009","Portugal","Year","Females","Healthy life years in absolute value at birth","56.5",""
"2009","Portugal","Year","Females","Life expectancy in absolute value at birth","82.8",""
"2009","Romania","Year","Males","Healthy life years in absolute value at birth","59.6",""
"2009","Romania","Year","Males","Life expectancy in absolute value at birth","69.8",""
"2009","Romania","Year","Females","Healthy life years in absolute value at birth","61.9",""
"2009","Romania","Year","Females","Life expectancy in absolute value at birth","77.7",""
"2009","Slovenia","Year","Males","Healthy life years in absolute value at birth","60.6",""
"2009","Slovenia","Year","Males","Life expectancy in absolute value at birth","75.9",""
"2009","Slovenia","Year","Females","Healthy life years in absolute value at birth","61.5",""
"2009","Slovenia","Year","Females","Life expectancy in absolute value at birth","82.7",""
"2009","Slovakia","Year","Males","Healthy life years in absolute value at birth","52.4",""
"2009","Slovakia","Year","Males","Life expectancy in absolute value at birth","71.4",""
"2009","Slovakia","Year","Females","Healthy life years in absolute value at birth","52.6",""
"2009","Slovakia","Year","Females","Life expectancy in absolute value at birth","79.1",""
"2009","Finland","Year","Males","Healthy life years in absolute value at birth","58.2",""
"2009","Finland","Year","Males","Life expectancy in absolute value at birth","76.6",""
"2009","Finland","Year","Females","Healthy life years in absolute value at birth","58.6",""
"2009","Finland","Year","Females","Life expectancy in absolute value at birth","83.5",""
"2009","Sweden","Year","Males","Healthy life years in absolute value at birth","66.5",""
"2009","Sweden","Year","Males","Life expectancy in absolute value at birth","79.4",""
"2009","Sweden","Year","Females","Healthy life years in absolute value at birth","65.1",""
"2009","Sweden","Year","Females","Life expectancy in absolute value at birth","83.5",""
"2009","Iceland","Year","Males","Healthy life years in absolute value at birth","68.6",""
"2009","Iceland","Year","Males","Life expectancy in absolute value at birth","79.8",""
"2009","Iceland","Year","Females","Healthy life years in absolute value at birth","68.9",""
"2009","Iceland","Year","Females","Life expectancy in absolute value at birth","83.8",""
"2009","Norway","Year","Males","Healthy life years in absolute value at birth","69.0",""
"2009","Norway","Year","Males","Life expectancy in absolute value at birth","78.7",""
"2009","Norway","Year","Females","Healthy life years in absolute value at birth","67.8",""
"2009","Norway","Year","Females","Life expectancy in absolute value at birth","83.2",""
"2009","Switzerland","Year","Males","Healthy life years in absolute value at birth","65.2",""
"2009","Switzerland","Year","Males","Life expectancy in absolute value at birth","79.9",""
"2009","Switzerland","Year","Females","Healthy life years in absolute value at birth","63.0",""
"2009","Switzerland","Year","Females","Life expectancy in absolute value at birth","84.6",""
"2009","United Kingdom","Year","Males","Healthy life years in absolute value at birth","65.0",""
"2009","United Kingdom","Year","Males","Life expectancy in absolute value at birth","78.3",""
"2009","United Kingdom","Year","Females","Healthy life years in absolute value at birth","66.1",""
"2009","United Kingdom","Year","Females","Life expectancy in absolute value at birth","82.4",""
"2010","European Union - 27 countries (from 2020)","Year","Males","Healthy life years in absolute value at birth","61.3",""
"2010","European Union - 27 countries (from 2020)","Year","Males","Life expectancy in absolute value at birth","76.7",""
"2010","European Union - 27 countries (from 2020)","Year","Females","Healthy life years in absolute value at birth","62.2",""
"2010","European Union - 27 countries (from 2020)","Year","Females","Life expectancy in absolute value at birth","82.9",""
"2010","European Union - 28 countries (2013-2020)","Year","Males","Healthy life years in absolute value at birth","61.7",""
"2010","European Union - 28 countries (2013-2020)","Year","Males","Life expectancy in absolute value at birth","76.9",""
"2010","European Union - 28 countries (2013-2020)","Year","Females","Healthy life years in absolute value at birth","62.6",""
"2010","European Union - 28 countries (2013-2020)","Year","Females","Life expectancy in absolute value at birth","82.8",""
"2010","Belgium","Year","Males","Healthy life years in absolute value at birth","64.0",""
"2010","Belgium","Year","Males","Life expectancy in absolute value at birth","77.5",""
"2010","Belgium","Year","Females","Healthy life years in absolute value at birth","62.6",""
"2010","Belgium","Year","Females","Life expectancy in absolute value at birth","83.0",""
"2010","Bulgaria","Year","Males","Healthy life years in absolute value at birth","63.0",""
"2010","Bulgaria","Year","Males","Life expectancy in absolute value at birth","70.3",""
"2010","Bulgaria","Year","Females","Healthy life years in absolute value at birth","67.1",""
"2010","Bulgaria","Year","Females","Life expectancy in absolute value at birth","77.4",""
"2010","Czechia","Year","Males","Healthy life years in absolute value at birth","62.2",""
"2010","Czechia","Year","Males","Life expectancy in absolute value at birth","74.5",""
"2010","Czechia","Year","Females","Healthy life years in absolute value at birth","64.5",""
"2010","Czechia","Year","Females","Life expectancy in absolute value at birth","80.9",""
"2010","Denmark","Year","Males","Healthy life years in absolute value at birth","62.3",""
"2010","Denmark","Year","Males","Life expectancy in absolute value at birth","77.2",""
"2010","Denmark","Year","Females","Healthy life years in absolute value at birth","61.4",""
"2010","Denmark","Year","Females","Life expectancy in absolute value at birth","81.4",""
"2010","Germany (until 1990 former territory of the FRG)","Year","Males","Healthy life years in absolute value at birth","57.9",""
"2010","Germany (until 1990 former territory of the FRG)","Year","Males","Life expectancy in absolute value at birth","78.0",""
"2010","Germany (until 1990 former territory of the FRG)","Year","Females","Healthy life years in absolute value at birth","58.7",""
"2010","Germany (until 1990 former territory of the FRG)","Year","Females","Life expectancy in absolute value at birth","83.0",""
"2010","Estonia","Year","Males","Healthy life years in absolute value at birth","54.2",""
"2010","Estonia","Year","Males","Life expectancy in absolute value at birth","70.9",""
"2010","Estonia","Year","Females","Healthy life years in absolute value at birth","58.2",""
"2010","Estonia","Year","Females","Life expectancy in absolute value at birth","80.8",""
"2010","Ireland","Year","Males","Healthy life years in absolute value at birth","65.9",""
"2010","Ireland","Year","Males","Life expectancy in absolute value at birth","78.5",""
"2010","Ireland","Year","Females","Healthy life years in absolute value at birth","66.9",""
"2010","Ireland","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2010","Greece","Year","Males","Healthy life years in absolute value at birth","66.1",""
"2010","Greece","Year","Males","Life expectancy in absolute value at birth","78.0",""
"2010","Greece","Year","Females","Healthy life years in absolute value at birth","67.7",""
"2010","Greece","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2010","Spain","Year","Males","Healthy life years in absolute value at birth","64.5",""
"2010","Spain","Year","Males","Life expectancy in absolute value at birth","79.2",""
"2010","Spain","Year","Females","Healthy life years in absolute value at birth","63.8",""
"2010","Spain","Year","Females","Life expectancy in absolute value at birth","85.5",""
"2010","France","Year","Males","Healthy life years in absolute value at birth","61.8",""
"2010","France","Year","Males","Life expectancy in absolute value at birth","78.2",""
"2010","France","Year","Females","Healthy life years in absolute value at birth","63.4",""
"2010","France","Year","Females","Life expectancy in absolute value at birth","85.3",""
"2010","Croatia","Year","Males","Healthy life years in absolute value at birth","57.4",""
"2010","Croatia","Year","Males","Life expectancy in absolute value at birth","73.4",""
"2010","Croatia","Year","Females","Healthy life years in absolute value at birth","60.4",""
"2010","Croatia","Year","Females","Life expectancy in absolute value at birth","79.9",""
"2010","Italy","Year","Males","Healthy life years in absolute value at birth",":",""
"2010","Italy","Year","Males","Life expectancy in absolute value at birth",":",""
"2010","Italy","Year","Females","Healthy life years in absolute value at birth",":",""
"2010","Italy","Year","Females","Life expectancy in absolute value at birth",":",""
"2010","Cyprus","Year","Males","Healthy life years in absolute value at birth","65.1",""
"2010","Cyprus","Year","Males","Life expectancy in absolute value at birth","79.2",""
"2010","Cyprus","Year","Females","Healthy life years in absolute value at birth","64.2",""
"2010","Cyprus","Year","Females","Life expectancy in absolute value at birth","83.9",""
"2010","Latvia","Year","Males","Healthy life years in absolute value at birth","53.1",""
"2010","Latvia","Year","Males","Life expectancy in absolute value at birth","67.9",""
"2010","Latvia","Year","Females","Healthy life years in absolute value at birth","56.4",""
"2010","Latvia","Year","Females","Life expectancy in absolute value at birth","78.0",""
"2010","Lithuania","Year","Males","Healthy life years in absolute value at birth","57.4",""
"2010","Lithuania","Year","Males","Life expectancy in absolute value at birth","67.6",""
"2010","Lithuania","Year","Females","Healthy life years in absolute value at birth","62.3",""
"2010","Lithuania","Year","Females","Life expectancy in absolute value at birth","78.9",""
"2010","Luxembourg","Year","Males","Healthy life years in absolute value at birth","64.4",""
"2010","Luxembourg","Year","Males","Life expectancy in absolute value at birth","77.9",""
"2010","Luxembourg","Year","Females","Healthy life years in absolute value at birth","66.4",""
"2010","Luxembourg","Year","Females","Life expectancy in absolute value at birth","83.5",""
"2010","Hungary","Year","Males","Healthy life years in absolute value at birth","56.3",""
"2010","Hungary","Year","Males","Life expectancy in absolute value at birth","70.7",""
"2010","Hungary","Year","Females","Healthy life years in absolute value at birth","58.6",""
"2010","Hungary","Year","Females","Life expectancy in absolute value at birth","78.6",""
